paragraph_ID	sentence_ID	token_ID_within_sentence	token_ID_within_document	word	lemma	byte_onset	byte_offset	POS_tag	fine_POS_tag	dependency_relation	syntactic_head_ID	event
0	1	13	85	could	could	390	395	AUX	MD	aux	91	O
0	1	14	86	,	,	396	397	PUNCT	,	punct	91	O
0	1	15	87	for	for	398	401	ADP	IN	prep	91	O
0	1	16	88	the	the	402	405	DET	DT	det	90	O
0	1	17	89	hot	hot	406	409	ADJ	JJ	amod	90	O
0	1	18	90	day	day	410	413	NOUN	NN	nsubj	91	O
0	1	19	91	made	make	414	418	VERB	VBD	advcl	75	O
0	1	20	92	her	she	419	422	PRON	PRP	nsubj	93	O
0	1	21	93	feel	feel	423	427	VERB	VB	ccomp	91	O
0	1	22	94	very	very	428	432	ADV	RB	advmod	95	O
0	1	23	95	sleepy	sleepy	433	439	ADJ	JJ	acomp	93	O
0	1	24	96	and	and	440	443	CCONJ	CC	cc	95	O
0	1	25	97	stupid	stupid	444	450	ADJ	JJ	conj	95	O
0	1	26	98	)	)	451	452	PUNCT	-RRB-	punct	91	O
0	1	27	99	,	,	453	454	PUNCT	,	punct	75	O
0	1	28	100	whether	whether	455	462	SCONJ	IN	mark	110	O
0	1	29	101	the	the	463	466	DET	DT	det	102	O
0	1	30	102	pleasure	pleasure	467	475	NOUN	NN	nsubj	110	O
0	1	31	103	of	of	476	478	ADP	IN	prep	102	O
0	1	32	104	making	make	479	485	VERB	VBG	pcomp	103	O
0	1	33	105	a	a	486	487	DET	DT	det	108	O
0	1	34	106	daisy	daisy	488	493	NOUN	NN	compound	108	O
0	1	35	107	-	-	493	494	NOUN	NN	punct	108	O
0	1	36	108	chain	chain	494	499	NOUN	NN	dobj	104	O
0	1	37	109	would	would	500	505	AUX	MD	aux	110	O
0	1	38	110	be	be	506	508	AUX	VB	ccomp	75	O
0	1	39	111	worth	worth	509	514	ADJ	JJ	acomp	110	O
0	1	40	112	the	the	515	518	DET	DT	det	113	O
0	1	41	113	trouble	trouble	519	526	NOUN	NN	npadvmod	111	O
0	1	42	114	of	of	527	529	ADP	IN	prep	113	O
0	1	43	115	getting	get	530	537	VERB	VBG	pcomp	114	O
0	1	44	116	up	up	538	540	ADP	RP	prt	115	O
0	1	45	117	and	and	541	544	CCONJ	CC	cc	115	O
0	1	46	118	picking	pick	545	552	VERB	VBG	conj	115	O
0	1	47	119	the	the	553	556	DET	DT	det	120	O
0	1	48	120	daisies	daisy	557	564	NOUN	NNS	dobj	118	O
0	1	49	121	,	,	565	566	PUNCT	,	punct	110	O
0	1	50	122	when	when	567	571	SCONJ	WRB	advmod	130	O
0	1	51	123	suddenly	suddenly	572	580	ADV	RB	advmod	126	O
0	1	52	124	a	a	581	582	DET	DT	det	126	O
0	1	53	125	White	White	583	588	PROPN	NNP	compound	126	O
0	1	54	126	Rabbit	Rabbit	589	595	PROPN	NNP	nsubj	130	O
0	1	55	127	with	with	596	600	ADP	IN	prep	126	O
0	1	56	128	pink	pink	601	605	ADJ	JJ	amod	129	O
0	1	57	129	eyes	eye	606	610	NOUN	NNS	pobj	127	O
0	1	58	130	ran	run	611	614	VERB	VBD	advcl	110	O
0	1	59	131	close	close	615	620	ADV	RB	advmod	130	O
0	1	60	132	by	by	621	623	ADP	IN	prep	130	O
0	1	61	133	her	she	624	627	PRON	PRP	pobj	132	O
0	1	62	134	.	.	628	629	PUNCT	.	punct	75	O
0	2	0	135	In	in	630	632	ADP	IN	prep	139	O
0	2	1	136	another	another	633	640	DET	DT	det	137	O
0	2	2	137	moment	moment	641	647	NOUN	NN	pobj	135	O
0	2	3	138	down	down	648	652	ADV	RB	advmod	135	O
0	2	4	139	went	go	653	657	VERB	VBD	ROOT	139	O
0	2	5	140	Alice	Alice	658	663	PROPN	NNP	nsubj	139	O
0	2	6	141	after	after	664	669	ADP	IN	prep	139	O
0	2	7	142	it	it	670	672	PRON	PRP	pobj	141	O
0	2	8	143	,	,	673	674	PUNCT	,	punct	139	O
0	2	9	144	never	never	675	680	ADV	RB	neg	145	O
0	2	10	145	once	once	681	685	ADV	RB	advmod	146	O
0	2	11	146	considering	consider	686	697	VERB	VBG	advcl	139	O
0	2	12	147	how	how	698	701	SCONJ	WRB	advmod	152	O
0	2	13	148	in	in	702	704	ADP	IN	prep	152	O
0	2	14	149	the	the	705	708	DET	DT	det	150	O
0	2	15	150	world	world	709	714	NOUN	NN	pobj	148	O
0	2	16	151	she	she	715	718	PRON	PRP	nsubj	152	O
0	2	17	152	was	be	719	722	AUX	VBD	ccomp	146	O
0	2	18	153	to	to	723	725	PART	TO	aux	154	O
0	2	19	154	get	get	726	729	VERB	VB	xcomp	152	O
0	2	20	155	out	out	730	733	ADP	RP	prt	154	O
0	2	21	156	again	again	734	739	ADV	RB	advmod	154	O
0	2	22	157	.	.	740	741	PUNCT	.	punct	139	O
0	3	0	158	The	the	742	745	DET	DT	det	161	O
0	3	1	159	rabbit	rabbit	746	752	NOUN	NN	compound	161	O
0	3	2	160	-	-	752	753	PUNCT	HYPH	punct	161	O
0	3	3	161	hole	hole	753	757	NOUN	NN	nsubj	162	O
0	3	4	162	went	go	758	762	VERB	VBD	ROOT	162	O
0	3	5	163	straight	straight	763	771	ADV	RB	advmod	164	O
0	3	6	164	on	on	772	774	ADV	RB	advmod	162	O
0	3	7	165	like	like	775	779	ADP	IN	prep	162	O
0	3	8	166	a	a	780	781	DET	DT	det	167	O
0	3	9	167	tunnel	tunnel	782	788	NOUN	NN	pobj	165	O
0	3	10	168	for	for	789	792	ADP	IN	prep	167	O
0	3	11	169	some	some	793	797	DET	DT	det	170	O
0	3	12	170	way	way	798	801	NOUN	NN	pobj	168	O
0	3	13	171	,	,	802	803	PUNCT	,	punct	162	O
0	3	14	172	and	and	804	807	CCONJ	CC	cc	162	O
0	3	15	173	then	then	808	812	ADV	RB	advmod	174	O
0	3	16	174	dipped	dip	813	819	VERB	VBD	conj	162	O
0	3	17	175	suddenly	suddenly	820	828	ADV	RB	advmod	174	O
0	3	18	176	down	down	829	833	ADV	RB	advmod	174	O
0	3	19	177	,	,	834	835	PUNCT	,	punct	174	O
0	3	20	178	so	so	836	838	ADV	RB	advmod	179	O
0	3	21	179	suddenly	suddenly	839	847	ADV	RB	advmod	174	O
0	3	22	180	that	that	848	852	SCONJ	IN	mark	182	O
0	3	23	181	Alice	Alice	853	858	PROPN	NNP	nsubj	182	O
0	3	24	182	had	have	859	862	VERB	VBD	ccomp	179	O
0	3	25	183	not	not	863	866	PART	RB	neg	182	O
0	3	26	184	a	a	867	868	DET	DT	det	185	O
0	3	27	185	moment	moment	869	875	NOUN	NN	dobj	182	O
0	3	28	186	to	to	876	878	PART	TO	aux	187	O
0	3	29	187	think	think	879	884	VERB	VB	relcl	185	O
0	3	30	188	about	about	885	890	ADP	IN	prep	187	O
0	3	31	189	stopping	stop	891	899	VERB	VBG	pcomp	188	O
0	3	32	190	herself	herself	900	907	PRON	PRP	dobj	189	O
0	3	33	191	before	before	908	914	SCONJ	IN	mark	193	O
0	3	34	192	she	she	915	918	PRON	PRP	nsubj	193	O
0	3	35	193	found	find	919	924	VERB	VBD	advcl	189	O
0	3	36	194	herself	herself	925	932	PRON	PRP	nsubj	195	O
0	3	37	195	falling	fall	933	940	VERB	VBG	ccomp	193	O
0	3	38	196	down	down	941	945	ADP	IN	prep	195	O
0	3	39	197	a	a	946	947	DET	DT	det	200	O
0	3	40	198	very	very	948	952	ADV	RB	advmod	199	O
0	3	41	199	deep	deep	953	957	ADJ	JJ	advmod	200	O
0	3	42	200	well	well	958	962	ADV	RB	advmod	195	O
0	3	43	201	.	.	963	964	PUNCT	.	punct	162	O
0	4	0	202	Either	either	965	971	CCONJ	CC	preconj	205	O
0	4	1	203	the	the	972	975	DET	DT	det	204	O
0	4	2	204	well	well	976	980	NOUN	NN	nsubj	205	O
0	4	3	205	was	be	981	984	AUX	VBD	ROOT	205	O
0	4	4	206	very	very	985	989	ADV	RB	advmod	207	O
0	4	5	207	deep	deep	990	994	ADJ	JJ	acomp	205	O
0	4	6	208	,	,	995	996	PUNCT	,	punct	205	O
0	4	7	209	or	or	997	999	CCONJ	CC	cc	205	O
0	4	8	210	she	she	1000	1003	PRON	PRP	nsubj	211	O
0	4	9	211	fell	fall	1004	1008	VERB	VBD	conj	205	O
0	4	10	212	very	very	1009	1013	ADV	RB	advmod	213	O
0	4	11	213	slowly	slowly	1014	1020	ADV	RB	advmod	211	O
0	4	12	214	,	,	1021	1022	PUNCT	,	punct	211	O
0	4	13	215	for	for	1023	1026	SCONJ	IN	mark	217	O
0	4	14	216	she	she	1027	1030	PRON	PRP	nsubj	217	O
0	4	15	217	had	have	1031	1034	VERB	VBD	advcl	211	O
0	4	16	218	plenty	plenty	1035	1041	NOUN	NN	dobj	217	O
0	4	17	219	of	of	1042	1044	ADP	IN	prep	218	O
0	4	18	220	time	time	1045	1049	NOUN	NN	pobj	219	O
0	4	19	221	as	as	1050	1052	SCONJ	IN	mark	223	O
0	4	20	222	she	she	1053	1056	PRON	PRP	nsubj	223	O
0	4	21	223	went	go	1057	1061	VERB	VBD	advcl	217	O
0	4	22	224	down	down	1062	1066	ADP	RP	prt	223	O
0	4	23	225	to	to	1067	1069	PART	TO	aux	226	O
0	4	24	226	look	look	1070	1074	VERB	VB	advcl	223	O
0	4	25	227	about	about	1075	1080	ADP	IN	prep	226	O
0	4	26	228	her	she	1081	1084	PRON	PRP	pobj	227	O
0	4	27	229	and	and	1085	1088	CCONJ	CC	cc	226	O
0	4	28	230	to	to	1089	1091	PART	TO	aux	231	O
0	4	29	231	wonder	wonder	1092	1098	VERB	VB	conj	226	O
0	4	30	232	what	what	1099	1103	PRON	WP	nsubj	234	O
0	4	31	233	was	be	1104	1107	AUX	VBD	aux	234	O
0	4	32	234	going	go	1108	1113	VERB	VBG	ccomp	231	O
0	4	33	235	to	to	1114	1116	PART	TO	aux	236	O
0	4	34	236	happen	happen	1117	1123	VERB	VB	xcomp	234	O
0	4	35	237	next	next	1124	1128	ADV	RB	advmod	236	O
0	4	36	238	.	.	1128	1129	PUNCT	.	punct	211	O
